,Field_Name,Harvest Year,CO2_kg_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses,Enter Crop Area (ha),Enter Total Wet Mass Harvested (kg),Enter Dry Finished Yield Mass (kg),Soil_Organic_Matter,Yield_kg_per_Ha,Yield_kg_per_Ha_Dry,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha,Season
1054,M4V2115,2021,-216.25,450.0,17.0,49.7,324730.0,190230,3.642635294117648,6533.802816901408,3827.565392354125,69.0,118.0,42.0,98.0,0.0,96.0,0.0,SUMMER
1055,M4V2113,2021,1609.77,450.0,18.0,63.0,669280.0,375930,2.040909090909091,10623.492063492064,5967.142857142857,124.2,33.15,0.0,84.15,0.0,0.0,124.8,SUMMER
1057,M7I21110,2021,1104.08,350.0,22.0,79.0,463070.0,237000,2.5,5861.645569620253,3000.0,92.0,0.0,22.44,0.0,106.08,0.0,120.0,WINTER
1058,M7I21111,2021,1091.39,350.0,23.0,85.0,408560.0,209100,2.5,4806.588235294118,2460.0,92.0,0.0,22.44,0.0,106.08,0.0,120.0,WINTER
1059,M7I21112,2021,1029.89,350.0,20.0,130.0,624850.0,319800,2.5,4806.538461538462,2460.0,92.0,0.0,22.44,0.0,106.08,0.0,120.0,WINTER
1060,M7V2151,2021,1597.46,450.0,19.0,100.0,583170.0,313340,1.8,5831.7,3133.4,92.0,0.0,22.44,0.0,106.08,0.0,120.0,SUMMER
1062,M7V2153,2021,749.88,450.0,22.0,170.0,896770.0,452330,3.0,5275.117647058823,2660.764705882353,92.0,0.0,22.44,0.0,106.08,0.0,120.0,SUMMER
1064,M7V2154,2021,432.04,450.0,19.0,90.0,793160.0,435040,3.5,8812.888888888889,4833.777777777777,92.0,0.0,22.77,0.0,107.64,0.0,120.0,SUMMER
1066,M7I21113,2021,-561.2,350.0,23.0,50.0,397620.0,174000,4.9,7952.4,3480.0,92.0,0.0,25.63,0.0,121.16,0.0,120.0,WINTER
1067,M7I21114,2021,-644.77,350.0,21.0,65.0,425260.0,180140,5.746666666666667,6542.461538461538,2771.3846153846152,92.0,0.0,25.63,0.0,121.16,0.0,120.0,WINTER
1069,M7I21115,2021,-486.74,350.0,23.0,65.0,487610.0,220540,5.63,7501.692307692308,3392.923076923077,92.0,0.0,25.63,0.0,121.16,0.0,120.0,WINTER
1070,M7I21116,2021,-553.42,350.0,22.0,75.0,365070.0,156690,5.58,4867.6,2089.2,92.0,0.0,25.63,0.0,121.16,0.0,120.0,WINTER
1072,M7I21117,2021,-510.27,350.0,18.0,80.0,480540.0,212930,5.46,6006.75,2661.625,92.0,0.0,25.63,0.0,121.16,0.0,120.0,WINTER
1073,M7I21118,2021,-430.58,350.0,21.0,115.0,678020.0,296700,5.430769230769231,5895.826086956522,2580.0,92.0,0.0,25.63,0.0,121.16,0.0,120.0,WINTER
1074,M8V2152,2021,429.34,450.0,15.0,28.0,57570.0,30800,2.5,2056.0714285714284,1100.0,92.0,90.0,26.4,0.0,124.8,60.0,90.0,SUMMER
1075,M8V2153,2021,406.39,450.0,15.0,25.0,33240.0,15700,2.5,1329.6,628.0,92.0,90.0,26.4,0.0,124.8,60.0,90.0,SUMMER
1076,M7I2121,2021,-567.71,350.0,13.0,87.0,754260.0,367850,3.725806160860284,8669.655172413793,4228.16091954023,48.28,30.26,46.760000000000005,0.0,78.0,0.0,84.0,WINTER
1077,M7I2122,2021,-410.53,350.0,22.0,100.0,504000.0,252000,3.641414141414141,5040.0,2520.0,49.7,31.15,47.65,0.0,78.0,0.0,66.0,WINTER
1078,M7I2123,2021,383.8,350.0,13.0,127.0,1005840.0,502920,2.5,7920.0,3960.0,51.12,32.040000000000006,48.54,0.0,78.0,0.0,84.0,WINTER
1080,M7I2154,2021,567.91,350.0,27.0,110.0,528000.0,264000,2.8,4800.0,2400.0,161.0,10.5,0.0,77.7,0.0,0.0,90.0,WINTER
1081,M7I2155,2021,56.43,350.0,27.0,110.0,514800.0,257400,3.5,4680.0,2340.0,161.0,10.5,0.0,77.7,0.0,0.0,120.0,WINTER
1082,M7V2157,2021,1645.88,450.0,24.0,110.0,605550.0,302410,1.78,5505.0,2749.181818181818,170.2,0.0,30.8,0.0,145.6,0.0,120.0,SUMMER
1084,M7V2158,2021,1615.81,450.0,27.0,135.0,627950.0,313350,1.7100000000000002,4651.481481481482,2321.1111111111118,170.2,0.0,30.8,0.0,145.6,0.0,120.0,SUMMER
1086,M4V2101,2021,1716.36,450.0,22.0,85.0,676260.0,372350,1.708695652173913,7956.0,4380.588235294118,124.2,32.5,0.0,82.5,0.0,0.0,120.0,SUMMER
1088,M4V2102,2021,242.86,450.0,20.0,69.3,520370.0,303740,2.5,7508.94660894661,4382.972582972583,0.0,230.24,0.0,81.84,0.0,0.0,138.0,SUMMER
1090,M6I21101,2021,-131.89,350.0,15.0,28.0,145320.0,77280,2.5,5190.0,2760.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
1091,M6I2169,2021,421.94,350.0,15.0,86.0,138340.0,61270,3.0,1608.6046511627908,712.4418604651163,184.0,0.0,24.2,0.0,114.4,0.0,0.0,WINTER
1092,M4V2152,2021,-527.09,450.0,16.0,59.0,164200.0,66240,2.9,2783.0508474576272,1122.7118644067796,0.0,178.0,0.0,96.0,0.0,69.0,48.0,SUMMER
1093,M7I2159,2021,1327.21,350.0,23.0,54.0,497210.0,290370,1.6800000000000002,9207.592592592591,5377.222222222223,0.0,40.5,104.5,0.0,104.0,0.0,120.0,WINTER
1095,M7I2160,2021,1293.0,350.0,17.0,54.0,504870.0,284800,1.5666666666666669,9349.444444444443,5274.074074074074,0.0,40.5,104.5,0.0,104.0,0.0,120.0,WINTER
1097,M7I2161,2021,835.69,350.0,26.0,125.0,883840.0,472500,2.4511111111111115,7070.72,3780.0,0.0,40.5,104.5,0.0,104.0,0.0,120.0,WINTER
1099,M7I2162,2021,571.3,350.0,24.0,125.0,660000.0,330000,2.542222222222222,5280.0,2640.0,0.0,60.5,82.5,92.0,0.0,0.0,120.0,WINTER
1100,M7I2163,2021,1420.99,350.0,25.0,151.0,1188550.0,597960,1.551923076923077,7871.192052980133,3960.0,0.0,40.5,104.5,0.0,104.0,0.0,120.0,WINTER
1101,M7V2111,2021,995.51,450.0,27.0,125.0,800770.0,463000,2.5,6406.16,3704.0,59.8,40.0,42.0,108.0,0.0,32.0,90.0,SUMMER
1103,M7V2112,2021,932.95,450.0,24.0,125.0,796420.0,437160,2.5,6371.36,3497.28,59.8,40.0,42.0,108.0,0.0,32.0,90.0,SUMMER
1104,M4V2129,2021,-1042.23,450.0,15.0,45.5,384870.0,170840,3.0451679999999994,8458.681318681318,3754.725274725274,0.0,0.0,0.0,0.0,0.0,0.0,108.0,SUMMER
1105,M4V2110,2021,771.61,450.0,10.0,36.0,296400.0,161060,1.4,8233.333333333334,4473.888888888889,92.0,21.0,0.0,105.0,0.0,35.0,90.0,SUMMER
1106,M4V2111,2021,696.66,450.0,12.0,63.0,436030.0,239770,1.5,6921.111111111111,3805.873015873016,92.0,21.0,0.0,105.0,0.0,35.0,90.0,SUMMER
1108,M4V2112,2021,-753.31,450.0,10.0,92.0,425810.0,221890,2.45,4628.369565217391,2411.8478260869565,0.0,21.0,0.0,105.0,0.0,35.0,90.0,SUMMER
1109,M6I21112,2021,-187.87,350.0,19.0,86.0,474640.0,227070,2.7,5519.069767441861,2640.3488372093025,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
1111,M6I21134,2021,546.65,350.0,12.0,105.0,480230.0,236760,2.69875,4573.619047619048,2254.8571428571427,115.0,10.0,0.0,94.0,0.0,0.0,90.0,WINTER
1113,M6I21135,2021,643.77,350.0,19.0,60.0,456130.0,226330,2.89,7602.166666666667,3772.1666666666665,115.0,10.0,0.0,94.0,0.0,0.0,90.0,WINTER
1115,M6I21136,2021,767.85,350.0,18.0,105.0,649240.0,273720,2.635,6183.238095238095,2606.8571428571427,115.0,10.0,0.0,94.0,0.0,0.0,90.0,WINTER
1117,M6I21137,2021,706.31,350.0,17.0,110.0,866170.0,427020,2.7625,7874.272727272727,3882.0,115.0,10.0,0.0,94.0,0.0,0.0,90.0,WINTER
1119,M6I21138,2021,950.91,350.0,17.0,39.0,258730.0,106490,2.38,6634.102564102564,2730.5128205128203,115.0,10.0,0.0,94.0,0.0,0.0,90.0,WINTER
1121,M6I21139,2021,-2246.65,350.0,15.0,50.0,116230.0,112740,4.4,2324.6,2254.8,0.0,10.0,0.0,94.0,0.0,0.0,90.0,WINTER
1122,M6I21140,2021,-1154.65,350.0,15.0,42.0,97630.0,94700,2.93,2324.5238095238096,2254.7619047619046,0.0,10.0,0.0,94.0,0.0,0.0,90.0,WINTER
1123,M7I2150,2021,83.5,350.0,17.0,104.0,499200.0,249600,3.3,4800.0,2400.0,170.2,10.5,0.0,77.7,0.0,0.0,102.0,WINTER
1124,M7I2151,2021,349.32,350.0,29.0,100.0,379290.0,371700,3.1,3792.9,3717.0,161.0,10.5,0.0,77.7,0.0,0.0,78.0,WINTER
1125,M7I2152,2021,116.95,350.0,27.0,82.0,296200.0,290280,3.35,3612.1951219512193,3540.0,161.0,10.5,0.0,77.7,0.0,0.0,78.0,WINTER
1126,M7I2153,2021,401.31,350.0,30.0,73.0,263690.0,258420,3.05,3612.1917808219177,3540.0,161.0,10.5,0.0,77.7,0.0,0.0,78.0,WINTER
1127,M6I21178,2021,-768.13,350.0,15.0,35.0,349470.0,205800,2.8,9984.857142857143,5880.0,0.0,38.0,0.0,91.2,0.0,38.0,0.0,WINTER
1128,M7I2114,2021,192.63,350.0,14.0,86.0,399770.0,206400,3.4595238095238097,4648.488372093023,2400.0,188.6,0.0,23.1,0.0,109.2,0.0,0.0,WINTER
1129,M7I2115,2021,2902.12,350.0,15.0,102.0,474140.0,244800,3.905769230769231,4648.431372549019,2400.0,188.6,0.0,23.1,0.0,109.2,0.0,102.0,WINTER
1130,M7I2127,2021,-360.06,350.0,20.0,98.0,670090.0,352800,3.325,6837.65306122449,3600.0,92.0,0.0,23.1,0.0,109.2,0.0,102.0,WINTER
1131,M7I2128,2021,354.65,350.0,16.0,132.0,1083080.0,570240,3.4477611940298507,8205.151515151516,4320.0,188.6,0.0,23.1,0.0,109.2,0.0,0.0,WINTER
1132,M7I2193,2021,689.97,350.0,25.0,120.0,984620.0,518400,3.1818181818181817,8205.166666666666,4320.0,92.0,0.0,23.1,0.0,109.2,0.0,0.0,WINTER
1133,M6I21133,2021,772.27,350.0,12.0,80.0,518160.0,284160,2.7125,6477.0,3552.0,92.0,0.0,23.65,0.0,111.8,0.0,120.0,WINTER
1134,M6I21131,2021,1047.35,350.0,11.0,20.0,89060.0,48840,2.2285714285714286,4453.0,2442.0,92.0,0.0,23.65,0.0,111.8,0.0,120.0,WINTER
1135,M6I21132,2021,1158.87,350.0,16.0,60.0,217680.0,119380,2.18125,3628.0,1989.6666666666667,92.0,0.0,23.65,0.0,111.8,0.0,120.0,WINTER
1137,M6I21130,2021,1095.32,350.0,14.0,40.0,106830.0,58580,2.1707317073170733,2670.75,1464.5,92.0,0.0,23.65,0.0,111.8,0.0,120.0,WINTER
1138,M4V2144,2021,-717.18,450.0,20.0,84.7,567530.0,271110,3.6976714285714287,6700.472255017709,3200.826446280992,0.0,223.0,0.0,120.0,0.0,0.0,105.0,SUMMER
1140,M4V2150,2021,911.44,450.0,20.0,38.7,315900.0,157700,3.628457142857143,8162.790697674418,4074.935400516796,115.0,111.5,0.0,124.8,0.0,0.0,105.0,SUMMER
1141,M8V2148,2021,-350.22,450.0,17.0,40.0,223760.0,107270,4.88125,5594.0,2681.75,92.0,17.0,0.0,125.8,0.0,0.0,90.0,SUMMER
1142,M8V2150,2021,-233.82,450.0,21.0,38.5,237500.0,108940,5.907407407407407,6168.831168831169,2829.6103896103896,92.0,17.0,0.0,125.8,0.0,0.0,90.0,SUMMER
1143,M8V2138,2021,-1866.87,450.0,15.0,100.0,627930.0,303230,4.1125,6279.3,3032.3,0.0,24.0,0.0,120.0,0.0,0.0,0.0,SUMMER
1145,M4V2168,2021,-131.55,450.0,15.0,40.0,401620.0,228600,3.922118181818182,10040.5,5715.0,92.0,36.0,42.0,126.0,0.0,54.0,0.0,SUMMER
1146,M8V2131,2021,-148.62,450.0,22.0,102.0,1080830.0,594020,4.611764705882353,10596.372549019608,5823.725490196079,92.0,17.0,0.0,125.8,0.0,0.0,90.0,SUMMER
1148,M8V2139,2021,1876.18,450.0,27.0,18.0,160870.0,83720,2.5,8937.222222222223,4651.111111111111,138.0,0.0,27.5,0.0,130.0,0.0,90.0,SUMMER
1150,M8V2140,2021,1625.27,450.0,18.0,30.0,188840.0,86160,2.5,6294.666666666667,2872.0,92.0,0.0,27.5,0.0,130.0,0.0,90.0,SUMMER
1152,M8V2141,2021,1770.6,450.0,27.0,37.0,207470.0,115540,2.5,5607.2972972972975,3122.7027027027025,138.0,0.0,27.5,0.0,130.0,0.0,90.0,SUMMER
1154,M8V2142,2021,1742.96,450.0,25.0,40.0,173210.0,93550,2.5,4330.25,2338.75,92.0,0.0,27.5,0.0,130.0,0.0,90.0,SUMMER
1155,M8V2143,2021,1764.19,450.0,27.0,45.0,166490.0,87290,2.5,3699.777777777778,1939.7777777777776,92.0,0.0,27.5,0.0,130.0,0.0,90.0,SUMMER
1156,M6I2137,2021,2261.29,350.0,17.0,122.0,271450.0,131760,0.4,2225.0,1080.0,92.0,0.0,15.4,0.0,72.8,0.0,120.0,WINTER
1158,M8V2146,2021,456.16,450.0,23.0,48.0,351650.0,159720,3.7,7326.041666666667,3327.5,161.0,17.0,0.0,125.8,0.0,0.0,96.0,SUMMER
1159,M6I21205,2021,945.5,350.0,17.0,70.5,358980.0,228420,2.7564102564102564,5091.914893617021,3240.0,92.0,0.0,61.8,0.0,93.6,0.0,120.0,WINTER
1160,M6I2164,2021,2071.85,350.0,23.0,27.0,194450.0,96470,2.5,7201.851851851852,3572.962962962963,92.0,27.0,91.0,0.0,104.0,0.0,120.0,WINTER
1161,M6I2165,2021,928.75,350.0,13.0,56.0,285150.0,181440,2.661904761904762,5091.964285714285,3240.0,92.0,0.0,61.8,0.0,93.6,0.0,108.0,WINTER
1162,M6I2166,2021,326.57,350.0,16.0,40.0,203680.0,129600,2.6166666666666667,5092.0,3240.0,92.0,0.0,61.8,0.0,93.6,0.0,90.0,WINTER
1163,M6I2167,2021,572.75,350.0,25.0,86.0,604500.0,322860,2.5,7029.069767441861,3754.186046511628,23.0,67.5,17.6,0.0,83.2,120.0,0.0,WINTER
1165,M6I2168,2021,1915.66,350.0,25.0,70.5,492180.0,239840,2.7564102564102564,6981.276595744681,3401.9858156028367,92.0,27.0,91.0,0.0,104.0,0.0,120.0,WINTER
1166,M6I2183,2021,1348.88,350.0,14.0,42.0,170300.0,108360,2.5708333333333333,4054.7619047619046,2580.0,92.0,22.4,0.0,78.4,0.0,44.8,90.0,WINTER
1167,M6I2184,2021,1061.97,350.0,16.0,63.0,255450.0,162540,2.5278260869565217,4054.7619047619046,2580.0,92.0,0.0,61.8,0.0,93.6,0.0,120.0,WINTER
1168,M6V2173,2021,-998.34,450.0,15.0,23.0,120200.0,58620,2.95,5226.086956521739,2548.695652173913,0.0,0.0,16.5,0.0,78.0,0.0,0.0,SUMMER
1170,M6V2174,2021,-582.69,450.0,15.0,42.0,331180.0,179500,2.5708333333333333,7885.238095238095,4273.809523809524,0.0,0.0,16.5,0.0,78.0,0.0,120.0,SUMMER
1171,M6V2175,2021,-606.88,450.0,15.0,63.0,384970.0,198840,2.5278260869565217,6110.6349206349205,3156.190476190476,0.0,0.0,16.5,0.0,78.0,0.0,120.0,SUMMER
1172,M6V2176,2021,-16.35,450.0,15.0,28.0,210510.0,114140,2.5,7518.214285714285,4076.428571428572,0.0,27.0,43.5,0.0,78.0,0.0,120.0,SUMMER
1173,M6V2177,2021,-716.67,450.0,15.0,21.0,74780.0,33700,2.5,3560.9523809523807,1604.7619047619048,0.0,0.0,16.5,0.0,78.0,0.0,0.0,SUMMER
1174,M7I2129,2021,354.92,350.0,15.0,38.0,225260.0,112630,3.2,5927.894736842105,2963.9473684210525,92.0,22.4,0.0,112.0,0.0,0.0,120.0,WINTER
1175,M7I2130,2021,-355.63,350.0,15.0,80.0,614400.0,307200,4.2,7680.0,3840.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0,WINTER
1177,M7I2131,2021,131.19,350.0,15.0,48.0,317950.0,158980,3.5,6623.958333333333,3312.083333333333,92.0,19.2,0.0,96.0,0.0,0.0,108.0,WINTER
1178,M7I2132,2021,109.16,350.0,15.0,91.0,753480.0,301390,3.6,8280.0,3311.978021978022,92.0,19.2,0.0,96.0,0.0,0.0,108.0,WINTER
1180,M7I2133,2021,-504.55,350.0,15.0,100.0,766800.0,383400,4.4,7668.0,3834.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0,WINTER
1182,M7I2134,2021,1055.45,350.0,15.0,100.0,766800.0,383400,2.3,7668.0,3834.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0,WINTER
1184,M7I2135,2021,848.81,350.0,22.0,111.0,710370.0,348650,2.7071428571428573,6399.72972972973,3140.990990990991,92.0,19.2,0.0,96.0,0.0,0.0,90.0,WINTER
1185,M7I2136,2021,995.0,350.0,19.0,112.0,643780.0,326520,2.4,5748.035714285715,2915.3571428571427,92.0,19.2,0.0,96.0,0.0,0.0,90.0,WINTER
1187,M7V2129,2021,333.95,450.0,19.0,91.0,811800.0,405660,3.671951219512195,8920.87912087912,4457.802197802198,92.0,0.0,25.63,0.0,121.16,0.0,102.0,SUMMER
1188,M7V2130,2021,727.1,450.0,25.0,120.0,1178300.0,585150,3.3425,9819.166666666666,4876.25,92.0,0.0,25.63,0.0,121.16,0.0,102.0,SUMMER
1189,M7V2131,2021,764.59,450.0,27.0,128.0,936140.0,431860,3.248854961832061,7313.59375,3373.90625,92.0,0.0,25.63,0.0,121.16,0.0,102.0,SUMMER
1191,M7V2132,2021,563.84,450.0,22.0,71.0,649590.0,299530,3.479710144927536,9149.154929577464,4218.732394366197,92.0,0.0,27.9125,0.0,131.95,0.0,108.0,SUMMER
1192,M7V2133,2021,1189.74,450.0,17.0,120.0,1102890.0,429130,2.5,9190.75,3576.083333333333,92.0,0.0,27.83,0.0,131.56,0.0,108.0,SUMMER
1194,M6I21102,2021,635.2,350.0,17.0,61.0,247340.0,157380,3.046875,4054.754098360656,2580.0,92.0,22.4,42.0,78.4,0.0,44.8,120.0,WINTER
1195,M6V2178,2021,-1169.08,450.0,15.0,125.0,776500.0,405180,3.2221463414634144,6212.0,3241.44,0.0,0.0,16.5,0.0,78.0,0.0,0.0,SUMMER
1196,M6V2179,2021,-695.83,450.0,15.0,95.0,401020.0,197900,2.5,4221.263157894737,2083.157894736842,0.0,0.0,16.5,0.0,78.0,0.0,0.0,SUMMER
1197,M8V2151,2021,-665.62,450.0,15.0,56.0,298690.0,180080,2.5,5333.75,3215.714285714286,0.0,16.0,0.0,128.0,0.0,0.0,126.0,SUMMER
1198,M6V21100,2021,-643.96,450.0,15.0,47.0,356090.0,143680,3.2,7576.382978723404,3057.021276595745,0.0,90.0,0.0,0.0,0.0,90.0,0.0,SUMMER
1199,M6V2199,2021,-399.78,450.0,15.0,53.0,313070.0,126700,2.8,5906.981132075472,2390.566037735849,0.0,90.0,0.0,0.0,0.0,90.0,0.0,SUMMER
1201,M2V2128,2021,32.85,450.0,10.0,132.0,1106680.0,566280,3.5,8383.939393939394,4290.0,62.1,0.0,0.0,0.0,0.0,0.0,100.2,SUMMER
1203,M2V2129,2021,-1145.98,450.0,8.0,161.0,1194490.0,505510,3.6,7419.192546583851,3139.813664596273,62.1,0.0,0.0,0.0,0.0,0.0,181.2,SUMMER
1204,M6I21183,2021,863.69,350.0,15.0,19.5,90690.0,43730,2.5,4650.769230769231,2242.5641025641025,179.4,36.0,0.0,108.0,0.0,54.0,114.0,WINTER
1205,M6I21184,2021,514.75,350.0,15.0,48.0,302310.0,143020,3.1,6298.125,2979.583333333333,92.0,36.0,0.0,108.0,0.0,54.0,108.0,WINTER
1207,M6I21185,2021,580.45,350.0,15.0,68.0,558340.0,320930,3.1,8210.882352941177,4719.558823529412,92.0,36.0,0.0,108.0,0.0,54.0,120.0,WINTER
1209,M6V21109,2021,-0.97,450.0,15.0,40.0,328070.0,173420,2.5,8201.75,4335.5,92.0,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
1210,M6V2191,2021,-337.4,450.0,15.0,35.0,224250.0,127080,3.1,6407.142857142857,3630.857142857143,92.0,36.0,0.0,63.0,0.0,150.0,0.0,SUMMER
1212,M6V2195,2021,438.65,450.0,15.0,25.0,186400.0,100360,2.1,7456.0,4014.4,92.0,36.0,0.0,126.0,0.0,150.0,0.0,SUMMER
1213,M6V2196,2021,848.98,450.0,15.0,37.5,288490.0,167760,2.5,7693.066666666667,4473.6,165.6,36.0,0.0,63.0,0.0,54.0,96.0,SUMMER
1214,M6I21143,2021,105.64,350.0,9.0,120.0,1402770.0,550310,3.540625,11689.75,4585.916666666667,165.6,0.0,25.63,0.0,121.16,0.0,138.0,WINTER
1216,M6I21144,2021,546.63,350.0,10.0,115.0,1098490.0,462680,2.8833333333333333,9552.08695652174,4023.304347826087,165.6,0.0,25.63,0.0,121.16,0.0,138.0,WINTER
1218,M6I21145,2021,436.83,350.0,12.0,115.0,1192500.0,493220,2.940625,10369.565217391304,4288.869565217391,151.8,0.0,25.41,0.0,120.12,0.0,138.0,WINTER
1220,M8V2160,2021,449.67,450.0,16.0,65.0,584540.0,298180,2.69,8992.923076923076,4587.384615384615,128.8,0.0,24.2,0.0,114.4,0.0,78.0,SUMMER
1222,M8V2161,2021,-1035.15,450.0,15.0,83.5,922230.0,562930,5.38,11044.670658682637,6741.676646706587,128.8,0.0,24.2,0.0,114.4,0.0,78.0,SUMMER
1224,M8V2162,2021,-1092.21,450.0,13.0,83.5,876970.0,541270,5.38,10502.634730538924,6482.275449101797,128.8,0.0,24.2,0.0,114.4,0.0,81.0,SUMMER
1225,M8V2163,2021,-427.99,450.0,15.0,119.0,802860.0,401350,3.75,6746.72268907563,3372.6890756302523,128.8,0.0,24.2,0.0,114.4,0.0,81.0,SUMMER
1227,M8V2164,2021,417.6,450.0,20.0,120.0,1097440.0,523040,2.86,9145.333333333334,4358.666666666667,128.8,0.0,24.75,0.0,117.0,0.0,84.0,SUMMER
1229,M6I2188,2021,1077.47,350.0,19.0,62.0,289600.0,154010,2.5,4670.967741935484,2484.032258064516,193.2,0.0,25.3,0.0,119.6,0.0,0.0,WINTER
1231,M7I2174,2021,1284.24,350.0,25.0,78.8,898240.0,401800,2.43,11398.984771573603,5098.984771573604,184.0,0.0,16.28,0.0,76.96,0.0,0.0,WINTER
1233,M7I2175,2021,1132.28,350.0,20.0,115.0,1295070.0,599750,2.59,11261.478260869566,5215.217391304348,184.0,0.0,19.58,0.0,92.56,0.0,102.0,WINTER
1234,M7I2176,2021,1461.29,350.0,21.0,120.4,1142690.0,513410,2.0,9490.78073089701,4264.202657807309,92.0,0.0,16.28,0.0,76.96,0.0,0.0,WINTER
1235,M7I2182,2021,947.94,350.0,20.0,80.0,343990.0,177600,2.68625,4299.875,2220.0,92.0,0.0,31.24,0.0,147.68,0.0,90.0,WINTER
1236,M7I2183,2021,330.49,350.0,24.0,130.0,1107120.0,585000,3.8146874999999993,8516.307692307691,4500.0,92.0,0.0,31.13,0.0,147.16,0.0,90.0,WINTER
1238,M7I2184,2021,315.95,350.0,20.0,50.0,214990.0,111000,3.5370000000000004,4299.8,2220.0,92.0,0.0,31.24,0.0,147.68,0.0,90.0,WINTER
1239,M7I2185,2021,360.39,350.0,19.0,40.0,276330.0,138720,3.5775,6908.25,3468.0,92.0,0.0,31.24,0.0,147.68,0.0,120.0,WINTER
1240,M7I2186,2021,2525.0,350.0,24.0,75.0,763720.0,349020,1.5891891891891892,10182.933333333332,4653.6,115.0,6.75,34.525,0.0,131.3,0.0,108.0,WINTER
1242,M7I2187,2021,2560.11,350.0,21.0,50.0,575780.0,264570,1.5192307692307692,11515.6,5291.4,115.0,6.75,34.745,0.0,132.34,0.0,108.0,WINTER
1243,M7I2188,2021,1974.12,350.0,20.0,50.0,412620.0,182790,2.1115384615384616,8252.4,3655.8,115.0,0.0,27.775,0.0,131.3,0.0,108.0,WINTER
1244,M7I2189,2021,2562.38,350.0,24.0,75.0,637860.0,281300,1.4675675675675677,8504.8,3750.6666666666665,115.0,6.75,34.525,0.0,131.3,0.0,108.0,WINTER
1245,M6I21179,2021,-610.22,350.0,15.0,75.0,412370.0,208250,2.7,5498.266666666666,2776.6666666666665,0.0,112.0,0.0,86.4,0.0,78.0,0.0,WINTER
1246,M6I21180,2021,-81.29,350.0,15.0,86.0,505680.0,252840,2.66,5880.0,2940.0,92.0,36.0,0.0,86.4,0.0,36.0,0.0,WINTER
1247,M6I2187,2021,237.95,350.0,25.0,54.0,500460.0,254340,2.5,9267.777777777776,4710.0,0.0,88.0,0.0,136.0,0.0,88.0,0.0,WINTER
1249,M7I2192,2021,-113.13,350.0,15.0,113.92,614340.0,314420,2.8,5392.731741573034,2760.00702247191,0.0,0.0,44.1,0.0,0.0,0.0,120.0,WINTER
1250,M7I21101,2021,373.55,350.0,19.0,20.0,112210.0,61200,3.333333333333333,5610.5,3060.0,124.2,0.0,83.9,0.0,98.8,0.0,90.0,WINTER
1251,M7I21102,2021,470.26,350.0,21.0,24.0,134650.0,73440,3.2583333333333337,5610.416666666667,3060.0,124.2,0.0,83.9,0.0,98.8,0.0,90.0,WINTER
1252,M7I21103,2021,784.98,350.0,22.0,37.0,207590.0,113220,2.89375,5610.540540540541,3060.0,126.5,0.0,83.9,0.0,98.8,0.0,90.0,WINTER
1253,M7I21104,2021,327.29,350.0,21.0,37.0,310010.0,156710,3.18125,8378.648648648648,4235.405405405405,38.34,24.03,107.93,0.0,98.8,0.0,90.0,WINTER
1254,M7I21105,2021,505.31,350.0,19.0,67.0,375910.0,205020,2.812903225806452,5610.5970149253735,3060.0,39.76,24.92,108.82,0.0,98.8,0.0,90.0,WINTER
1255,M6I21190,2021,-648.15,350.0,18.0,34.0,202470.0,105950,4.16,5955.0,3116.176470588235,92.0,75.0,0.0,0.0,0.0,50.0,0.0,WINTER
1256,M6I21191,2021,912.52,350.0,21.0,50.0,335370.0,175500,2.5,6707.4,3510.0,115.0,75.0,0.0,0.0,0.0,50.0,0.0,WINTER
1258,M6I21192,2021,529.23,350.0,22.0,62.0,221130.0,95530,2.91,3566.6129032258063,1540.8064516129032,115.0,75.0,0.0,0.0,0.0,50.0,0.0,WINTER
1259,M6I21193,2021,202.99,350.0,18.0,86.0,525080.0,274760,3.3466666666666667,6105.581395348837,3194.8837209302324,115.0,75.0,0.0,0.0,0.0,50.0,0.0,WINTER
1261,M6I21197,2021,-239.89,350.0,15.0,83.0,338100.0,215140,2.597850968320494,4073.493975903615,2592.0481927710844,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
1262,M6I21199,2021,314.8,350.0,17.0,62.0,432120.0,231010,3.12,6969.677419354839,3725.967741935484,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
1264,M6I21200,2021,-312.82,350.0,19.0,110.0,766660.0,409860,2.93,6969.636363636364,3726.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
1266,M6I21201,2021,485.73,350.0,17.0,120.0,954560.0,480240,3.2400000000000007,7954.666666666667,4002.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
